predicates,submission_number
K013248,K170313
K083518,K170314
K162221,K170315
K153615,K170318
K160125,K170318
K120275,K170318
K150622,K170321
K013228,K170321
K161455,K170322
K080253,K170323
K130674,K170323
K152524,K170323
K131201,K170323
K160312,K170325
K070598,K170326
K133520,K170326
K140148,K170326
K120165,K170326
K960385,K170326
K113730,K170327
K120942,K170327
K150134,K170329
K051758,K170329
K130123,K170329
K111185,K170330
K003658,K170330
K140388,K170331
K163009,K170331
K131106,K170332
K130218,K170334
K152624,K170334
K161020,K170334
K161461,K170335
K033594,K170335
K991206,K170335
K161777,K170336
K132413,K170336
K070515,K170338
K160325,K170346
K160267,K170346
K083497,K170346
K032368,K170342
K040261,K170342
K000536,K170342
K062310,K170342
K010466,K170342
K152604,K170347
K113174,K170347
K113164,K170347
K160176,K170348
K040067,K170349
K062963,K170349
K052514,K170349
K120645,K170350
K101165,K170350
K130859,K170350
K142890,K170354
K120822,K170354
K160262,K170354
K160093,K170355
K120822,K170356
K131534,K170356
K142890,K170356
K143439,K170356
K151324,K170356
K050160,K170356
K160537,K170360
K080802,K170360
K962557,K170360
K093746,K170360
K142388,K170360
K951987,K170360
K111711,K170360
K121443,K170360
K152574,K170360
K121936,K170360
K140596,K170360
K143668,K170360
K830295,K170363
K082079,K170364
K961079,K170366
K974229,K170366
K030959,K170366
K011207,K170366
K992083,K170366
K972272,K170366
K961516,K170366
K142638,K170366
K124003,K170366
K112812,K170368
K141452,K170368
K160896,K170370
K162163,K170370
K161952,K170370
K133238,K170370
K150230,K170370
K102436,K170372
K103089,K170372
K063364,K170372
K020646,K170372
K071638,K170372
K080162,K170372
K112162,K170372
K133731,K170372
K121787,K170372
K071370,K170372
K082639,K170372
K061363,K170373
K032050,K170373
K072278,K170373
K935170,K170373
K153085,K170374
K150861,K170374
K003126,K170377
K983112,K170378
K161720,K170379
K052859,K170381
K143175,K170381
K132974,K170381
K123241,K170382
K132217,K170382
K153369,K170385
K941657,K170386
K024112,K170386
K955235,K170386
K062747,K170388
K141168,K170391
K090770,K170395
K090707,K170395
K153343,K170396
K163312,K170396
K162102,K170396
K123510,K170396
K141977,K170396
K150843,K170396
K121434,K170396
K153348,K170396
K160125,K170399
K141953,K170399
K102067,K170399
K150481,K170399
K130061,K170401
K120409,K170401
K100618,K170401
K102597,K170401
K101962,K170401
K160681,K170403
K091559,K170406
K111490,K170406
K143398,K170406
K113836,K170407
K932468,K170409
K123542,K170409
K151821,K170411
K140273,K170411
K162183,K170412
K160632,K170412
K122590,K170417
K863138,K170417
K152740,K170417
K143063,K170418
K113599,K170419
K150928,K170419
K132290,K170419
K160262,K170420
K162195,K170430
K051799,K170431
K070798,K170431
K063090,K170431
K161471,K170431
K960965,K170431
K143397,K170434
K151774,K170434
K142316,K170434
K031128,K170435
K133835,K170440
K130033,K170440
K061925,K170440
K011204,K170441
K143233,K170441
K103140,K170441
K122456,K170442
K160129,K170442
K062842,K170442
K099099,K170444
K953499,K170444
K864462,K170444
K082922,K170444
K070785,K170444
K061547,K170444
K002149,K170444
K052026,K170444
K082924,K170444
K006154,K170444
K112238,K170444
K077078,K170444
K111699,K170444
K041114,K170444
K072265,K170444
K043309,K170444
K971442,K170444
K002144,K170444
K088292,K170444
K864626,K170444
K052202,K170444
K000214,K170444
K000404,K170444
K889368,K170444
K005134,K170444
K051348,K170444
K886462,K170444
K113037,K170444
K992059,K170444
K142111,K170444
K008292,K170444
K992551,K170444
K002134,K170444
K021349,K170444
K993222,K170444
K007078,K170444
K007265,K170444
K114211,K170444
K004043,K170444
K114004,K170444
K122382,K170444
K140043,K170444
K893685,K170444
K934765,K170444
K953490,K170444
K090998,K170444
K971429,K170444
K130376,K170444
K043099,K170444
K142119,K170444
K163077,K170445
K150087,K170445
K152195,K170445
K160524,K170445
K161047,K170445
K160184,K170445
K160182,K170445
K092482,K170449
K153464,K170451
K041990,K170451
K160605,K170455
K124034,K170455
K133314,K170456
K033669,K170457
K062216,K170457
K993106,K170457
K162078,K170457
K071563,K170457
K131816,K170460
K012527,K170462
K002788,K170462
K003914,K170462
K141752,K170469
K091352,K170474
K101138,K170474
K021932,K170475
K123702,K170475
K152151,K170480
K161730,K170480
K153058,K170480
K132151,K170480
K871447,K170481
K151768,K170483
K140310,K170487
K140430,K170487
K140130,K170487
K096419,K170488
K981601,K170488
K834352,K170488
K073587,K170489
K072035,K170489
K090097,K170489
K040062,K170489
K140651,K170490
K150003,K170490
K142465,K170490
DEN120013,K170491
K113358,K170491
K143264,K170493
K162094,K170493
K153408,K170493
K153529,K170493
K163691,K170493
K020709,K170496
K152632,K170496
K142381,K170496
K101144,K170496
K950697,K170496
K002385,K170498
DEN150005,K170499
K161089,K170499
K140527,K170499
K070024,K170500
K121286,K170500
K103753,K170500
K101100,K170501
K092193,K170503
K080588,K170503
K122588,K170503
K112095,K170503
K093669,K170503
K143258,K170503
K083354,K170505
K112549,K170505
K143180,K170507
K143014,K170507
K150574,K170507
K143383,K170507
K141783,K170507
K140553,K170508
K152421,K170508
K923166,K170509
K092587,K170509
K130630,K170512
K160976,K170512
K120727,K170514
K153580,K170514
K140989,K170515
K160174,K170518
K983495,K170518
K123241,K170518
K131920,K170518
K093305,K170520
K110951,K170520
K063583,K170520
K101285,K170520
K141065,K170520
K160182,K170521
K160357,K170521
K102859,K170527
K151921,K170528
K130632,K170528
K121299,K170528
K112453,K170528
K140802,K170528
K151747,K170528
K140432,K170529
K132953,K170529
K970048,K170530
K072943,K170530
K961904,K170531
K143587,K170532
K060551,K170532
K951423,K170533
K120010,K170536
K133994,K170537
K122167,K170537
K152474,K170539
K043034,K170541
K120601,K170541
K162158,K170541
K140714,K170541
K162912,K170543
K160879,K170543
K150456,K170547
K143614,K170547
K111253,K170547
K984365,K170549
K073106,K170549
K133529,K170550
K160528,K170550
DEN150037,K170551
K132424,K170555
K111860,K170557
K073522,K170560
K150694,K170563
K020589,K170563
K133988,K170567
K134014,K170567
K133973,K170567
K130773,K170567
K142349,K170568
K062282,K170568
K161081,K170569
K151939,K170569
K162715,K170569
K133842,K170571
K161597,K170571
K120645,K170571
K933539,K170573
K020114,K170573
K143242,K170573
K100900,K170573
K963028,K170573
K071518,K170574
K152453,K170576
K143010,K170576
K152602,K170580
K143752,K170581
K926226,K170583
K151110,K170583
K112507,K170584
K871447,K170586
K072878,K170588
K120414,K170588
K150367,K170588
K092341,K170588
K150203,K170588
K063341,K170588
K050406,K170588
K142260,K170588
K062129,K170588
K140878,K170588
K130222,K170588
K101732,K170588
K073142,K170588
K050705,K170588
K073075,K170588
K063286,K170588
K112160,K170588
K022562,K170588
K011115,K170591
K161230,K170592
K152943,K170592
K073109,K170592
K151214,K170592
K141989,K170593
K131920,K170594
K082874,K170594
K160174,K170594
K944330,K170594
K052576,K170594
K121346,K170597
K143105,K170597
K112715,K170597
K033461,K170597
K133364,K170597
K160607,K170597
K153527,K170597
K133283,K170597
K162454,K170597
K140719,K170597
K150326,K170597
K140122,K170597
K120510,K170597
K142372,K170597
K161228,K170598
K151609,K170598
K972994,K170599
K121089,K170599
K081942,K170599
K150407,K170599
K131260,K170599
K133916,K170600
K121572,K170602
K082066,K170603
K160068,K170604
K133693,K170607
K131106,K170607
K162504,K170607
K113248,K170607
K102349,K170607
K141271,K170607
K120062,K170607
K130936,K170607
K093695,K170610
K143175,K170610
K111732,K170610
K132974,K170610
K943462,K170613
K142388,K170613
K864671,K170613
K113550,K170613
K160159,K170613
K153197,K170616
K123842,K170616
K142090,K170620
K071206,K170620
K062438,K170622
K032682,K170624
K142534,K170624
K161449,K170624
K142290,K170624
K080280,K170624
K041289,K170624
K093055,K170624
K140053,K170624
K153671,K170626
K132185,K170626
K140009,K170626
K152995,K170628
K031432,K170629
K072793,K170629
K163231,K170635
K111485,K170636
K150035,K170637
K160329,K170637
K150467,K170638
K133217,K170638
K122938,K170638
K150977,K170638
K120449,K170639
K162247,K170639
K100012,K170639
K073412,K170639
K133794,K170639
K151450,K170640
K090993,K170641
K080155,K170641
K123329,K170641
K081137,K170641
K050369,K170641
K101077,K170641
K124031,K170641
K141077,K170641
K131861,K170641
K141011,K170642
K063778,K170642
K092533,K170642
K133713,K170642
K043206,K170643
K150521,K170643
K112496,K170643
K061151,K170643
K133455,K170643
K073177,K170643
K160906,K170643
K133623,K170643
K080407,K170647
K130877,K170647
K110070,K170647
K133350,K170647
K150822,K170647
K111183,K170647
K153428,K170647
K951987,K170648
K041825,K170648
K142807,K170648
K112941,K170648
K152171,K170650
K083514,K170651
K113422,K170651
K171338,K170652
DEN150009,K170652
K983212,K170652
K151502,K170652
K082572,K170654
K103287,K170654
K001498,K170655
K131541,K170656
K131290,K170659
K132384,K170660
K123151,K170660
K150158,K170660
K944110,K170661
K962480,K170661
K122734,K170661
K132164,K170668
K161433,K170669
K151873,K170670
K161568,K170675
K142661,K170675
K142611,K170675
K072253,K170676
K072791,K170676
K160547,K170676
K132639,K170679
K113529,K170679
K143375,K170679
K113174,K170679
K111520,K170679
K141494,K170679
K121680,K170679
K153463,K170679
K122862,K170679
K124004,K170679
K140454,K170679
K162379,K170679
K143019,K170679
K071741,K170680
K141448,K170680
K121572,K170681
K936032,K170684
K141054,K170684
K992162,K170686
K132248,K170687
K112727,K170687
K123562,K170687
K131138,K170692
K150369,K170692
K150572,K170692
K140397,K170693
K043525,K170695
K082320,K170698
K060428,K170698
K121713,K170698
K843012,K170700
K163575,K170700
K141691,K170701
K113713,K170701
K033669,K170704
K080109,K170704
K110959,K170704
K993106,K170704
K914546,K170704
K151468,K170705
K132876,K170705
K131311,K170705
K090047,K170705
K102694,K170705
K112812,K170705
K092247,K170705
K150219,K170706
K132899,K170706
K143741,K170709
K080642,K170711
K142403,K170711
K053274,K170711
K990136,K170711
K051623,K170711
K052906,K170711
K160085,K170711
K030259,K170711
K062029,K170711
K113069,K170711
K103404,K170711
K113121,K170711
K161620,K170711
K152902,K170712
K132038,K170712
K153276,K170713
K090993,K170713
K131861,K170713
K152578,K170713
K161178,K170713
K123463,K170713
K081137,K170713
K163596,K170714
K151028,K170714
K152758,K170714
K142323,K170714
K132087,K170716
K130739,K170716
K092619,K170716
K152369,K170716
K122825,K170716
K071687,K170718
K160432,K170719
K141587,K170721
K130349,K170722
K141983,K170724
K120561,K170724
K162762,K170724
K143457,K170724
K973818,K170726
K881412,K170726
K000684,K170727
K140565,K170727
K130009,K170727
K170028,K170728
K994101,K170728
K123650,K170729
K153348,K170730
K162764,K170730
K151740,K170730
K162660,K170731
K122155,K170731
K163533,K170731
K161117,K170731
K161246,K170731
K160788,K170733
K161444,K170733
K142703,K170735
K152766,K170736
K133527,K170736
K151262,K170736
K151947,K170738
K081184,K170740
K060023,K170743
K132588,K170744
K163285,K170747
K162393,K170751
K122234,K170752
K132904,K170752
K161976,K170752
K120062,K170755
K153142,K170755
K150766,K170755
K090318,K170755
K130464,K170755
K160171,K170757
K141622,K170757
K132431,K170758
K090580,K170758
K161392,K170759
K023337,K170759
K020593,K170762
K162554,K170763
K151571,K170768
K141151,K170770
K851957,K170775
K952828,K170775
K895044,K170775
K170188,K170777
K152570,K170777
K152325,K170777
K140378,K170777
K151325,K170777
K132876,K170780
K052614,K170780
K131311,K170780
K151468,K170780
K112812,K170780
K160326,K170781
K160353,K170781
K130319,K170782
K133713,K170782
K160326,K170783
K160351,K170783
K153513,K170784
K090456,K170784
K143404,K170784
K122180,K170784
K153583,K170786
K091558,K170786
K122428,K170786
K161136,K170788
K161144,K170788
K150873,K170788
K113548,K170789
K152694,K170792
K171098,K170798
K152645,K170798
K060649,K170798
K000690,K170798
K123581,K170798
K081032,K170798
K062282,K170798
K051904,K170798
K151071,K170798
K072979,K170798
K142243,K170800
K121876,K170802
K062553,K170802
K090435,K170802
K090460,K170802
K161021,K170803
K121113,K170803
K130537,K170803
K143249,K170804
K142838,K170804
K142253,K170804
K101433,K170806
K032151,K170806
K113060,K170808
K113606,K170808
K030281,K170810
K023466,K170812
K140074,K170812
K133544,K170813
K151189,K170814
K083674,K170815
K113732,K170816
K101228,K170816
K162472,K170817
K110551,K170821
K102870,K170821
K982105,K170822
K090598,K170822
K150087,K170823
K142323,K170823
K163077,K170823
K150122,K170823
K170285,K170825
K153200,K170825
K153272,K170827
K141314,K170830
K152793,K170830
K142245,K170831
K160725,K170833
K120997,K170833
K092850,K170833
K161706,K170847
K150085,K170847
K150122,K170847
K131295,K170837
K061804,K170838
K142890,K170838
K051705,K170838
K162890,K170838
K130436,K170838
K150203,K170838
K140284,K170839
K153466,K170839
K123864,K170839
K052379,K170841
K112420,K170841
K153073,K170841
K163119,K170841
K153277,K170841
K151910,K170841
K142100,K170841
K160559,K170841
K072076,K170842
K161448,K170843
K130774,K170843
K060041,K170843
K143061,K170843
K142906,K170843
K102694,K170843
K140280,K170844
K083425,K170844
K121741,K170844
K091088,K170844
K150619,K170844
K100889,K170844
K073351,K170844
K123604,K170845
K151531,K170845
K073337,K170845
K072857,K170845
K111145,K170845
K112115,K170845
K103721,K170845
K080885,K170845
K131518,K170845
K132520,K170848
K993095,K170849
K113739,K170849
K993560,K170849
K032667,K170850
K992597,K170850
K040384,K170850
K150135,K170851
K160924,K170851
K142112,K170851
K112316,K170851
K141134,K170852
K160832,K170852
K071255,K170854
K170511,K170855
K141942,K170855
K151785,K170855
K162351,K170855
K143537,K170858
K142003,K170858
K170451,K170858
K153464,K170858
K132509,K170858
K160320,K170861
K150896,K170861
K101070,K170861
K152961,K170864
K143132,K170865
K152448,K170865
K140189,K170865
K141153,K170869
K133338,K170869
K162047,K170869
K161804,K170869
K170807,K170870
K121867,K170870
DEN150010,K170871
K132530,K170872
K051092,K170872
K001814,K170872
K123195,K170872
K150245,K170872
K973985,K170872
K102239,K170872
K092027,K170872
K122532,K170875
K141075,K170875
K130726,K170875
K152448,K170875
K161531,K170876
K152902,K170876
K152907,K170876
K113730,K170877
K091093,K170877
K120942,K170877
K161706,K170878
K150087,K170878
K142323,K170878
K163077,K170878
K150122,K170878
K113706,K170879
K152421,K170879
K143217,K170879
K140553,K170879
K171388,K170879
K050869,K170882
K160153,K170882
K082320,K170889
K100325,K170887
K061352,K170887
K000684,K170887
K993106,K170887
K140814,K170887
K162078,K170887
K143125,K170888
K150481,K170888
K143126,K170888
K082698,K170890
K110927,K170890
K081917,K170890
